organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count,gc-perc
Macaca nemestrina,GCF_000956065.1,representative genome,na,PRJNA279145,SAMN03121842,JZLF00000000.1,9545,9545,na,M95218,latest,Scaffold,Major,Full,2015-03-19,Mnem_1.0,Baylor College of Medicine,GCA_000956065.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/065/GCF_000956065.1_Mnem_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,9733.0,94057.0,NCBI RefSeq,NCBI Macaca nemestrina Annotation Release 101,,41011.0,21017.0,13163.0,na, ,Pig-tailed macaque (+),30.0,,x,[100],2948703511,84324,0,0,9733,15219753,62,8774521,3745747,94057,106897,7388,110216988,0,9733,94057,2948703511
Macaca radiata,GCA_963573735.1,representative genome,na,PRJEB67744,SAMEA112483081,CAUYNO000000000.1,9548,9548,na,na,latest,Scaffold,Major,Full,2023-11-03,PGDP_MacRad,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/735/GCA_963573735.1_PGDP_MacRad,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,172617.0,172617.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Bonnet macaque (+),20.0,,x,[100],2738096045,26,0,0,172617,30922,25934,15860,7701,172635,30922,25934,1022,0,172617,172617,41
Macaca silenus,GCA_023807365.1,representative genome,na,PRJNA785018,SAMN23575345,JAKFHO000000000.1,54601,54601,na,KIZ-2021_14,latest,Contig,Major,Full,2022-06-20,ASM2380736v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/365/GCA_023807365.1_ASM2380736v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,1809.0,1809.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Lion-tailed macaque (+),30.0,,x,[100],2778791713,0,0,0,1809,25691658,35,0,0,1809,1809,41,2778791713,2778791713,0,0,41
Macropus fuliginosus,GCA_028583105.1,representative genome,na,PRJNA512907,SAMN10973728,JAQMYV000000000.1,9316,9316,na,Sample1290,latest,Chromosome,Major,Full,2023-02-10,mf-2k,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/583/105/GCA_028583105.1_mf-2k,na,na,haploid,vertebrate_mammalian,,,38.5,8.0,1417799.0,1417799.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Western gray kangaroo,20.0,,x,[100],3638522883.0,73888.0,0.0,0.0,1417799.0,341276260.0,5.0,12389.0,634.0,1491687.0,30299.0,29936.0,28701064.0,8.0,1417799.0,1417799.0,38.5
Macropus giganteus,GCA_028627215.1,representative genome,na,PRJNA512907,SAMN10973729,JAQQTA000000000.1,9317,9317,na,Sample1143,latest,Chromosome,Major,Full,2023-02-16,mg-2k,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/627/215/GCA_028627215.1_mg-2k,na,na,haploid,vertebrate_mammalian,,,38.5,8.0,1012328.0,1012328.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Eastern gray kangaroo,20.0,,x,[100],3535619686.0,69451.0,0.0,0.0,1012328.0,392871110.0,4.0,132068963.0,2083.0,1081779.0,41690.0,22825.0,27278573.0,8.0,1012328.0,1012328.0,38.5
Macrotus californicus,GCA_007922815.1,representative genome,na,PRJNA399440,SAMN07678130,VMDR000000000.1,9419,9419,na,US035,latest,Scaffold,Major,Full,2019-08-08,MacCal_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/922/815/GCA_007922815.1_MacCal_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,44.0,0.0,1125430.0,1125430.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, , ,10.4,,x,[314],2161582626.0,2142.0,0.0,0.0,1128787.0,16925.0,21311.0,4107.0,466.0,1130929.0,16386.0,22837.0,214200.0,1.0,1128787.0,1128787.0,44.0
Mandrillus leucophaeus,GCA_000951045.1,representative genome,na,PRJNA251423,SAMN03121813,JYKQ00000000.1,9568,9568,na,KB7577,latest,Scaffold,Major,Full,2015-03-12,Mleu.le_1.0,Baylor College of Medicine,GCF_000951045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/951/045/GCA_000951045.1_Mleu.le_1.0,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,12821.0,246054.0,Baylor College of Medicine,Annotation submitted by Baylor College of Medicine,,0.0,0.0,0.0,na, ,Drill,,33.4,f,[104],3061992840.0,233233.0,0.0,0.0,12821.0,3186748.0,285.0,1611892.0,730892.0,246054.0,31346.0,23470.0,340585301.0,0.0,12821.0,246054.0,40.5
Mandrillus leucophaeus,GCF_000951045.1,representative genome,na,PRJNA279492,SAMN03121813,JYKQ00000000.1,9568,9568,na,KB7577,latest,Scaffold,Major,Full,2015-03-12,Mleu.le_1.0,Baylor College of Medicine,GCA_000951045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/951/045/GCF_000951045.1_Mleu.le_1.0,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,12821.0,246054.0,NCBI RefSeq,NCBI Mandrillus leucophaeus Annotation Release 100,,27850.0,20267.0,2300.0,na, ,Drill,,33.4,f,[104],3061992840,233233,0,0,12821,3186748,285,1611892,730892,246054,31346,23470,340585301,0,12821,246054,3061992840
Mandrillus sphinx,GCA_023783085.1,representative genome,na,PRJNA785018,SAMN23575347,JAKFHM000000000.1,9561,9561,na,KIZ-2021_16,latest,Contig,Major,Full,2022-06-17,ASM2378308v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/085/GCA_023783085.1_ASM2378308v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,2118.0,2118.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Mandrill,,46.0,x,[100] [116],2836346068,0,0,0,2118,20999372,39,0,0,2118,2118,41,2836346068,2836346068,0,0,41
Manis crassicaudata,GCA_016801295.1,representative genome,na,PRJNA490788,SAMN10059124,QZMM00000000.1,1496684,1496684,na,PAm2014,latest,Scaffold,Major,Full,2021-02-02,DSBC_Mcra_1.0,DNA Stories Bioinformatics Center,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/801/295/GCA_016801295.1_DSBC_Mcra_1.0,na,na,haploid,vertebrate_mammalian,2124325914.0,2085643782.0,41.5,0.0,422412.0,422412.0,DNA Stories Bioinformatics Center,Annotation submitted by DNA Stories Bioinformatics Center,,0.0,0.0,0.0,na,Manidae,Pangolin,,13.5,x,[143],2124325914.0,410860.0,0.0,0.0,422412.0,14162.0,38582.0,6271.0,2430.0,833272.0,7447.0,68288.0,38682132.0,0.0,422412.0,422412.0,41.5
Martes flavigula,GCA_029410595.1,representative genome,na,PRJNA876626,SAMN30667195,JAODOS000000000.1,74864,74864,na,Sichuan,latest,Chromosome,Major,Full,2023-03-27,ASM2941059v1,Qufu Normal University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/410/595/GCA_029410595.1_ASM2941059v1,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,128.0,128.0,Qufu Normal University,Annotation submitted by Qufu Normal University,,0.0,0.0,0.0,na, ,Yellow-throated marten,,14.0,x,[100] [176] [304],2448703571.0,85.0,0.0,0.0,128.0,143113826.0,7.0,107115554.0,68876427.0,213.0,68603938.0,12.0,8500.0,21.0,128.0,128.0,41.5
Martes martes,GCA_963455335.1,representative genome,na,PRJEB65998,SAMEA14268932,CAUOHJ000000000.1,29065,29065,na,na,latest,Chromosome,Major,Full,2023-09-20,mMarMar1.1,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/455/335/GCA_963455335.1_mMarMar1.1,na,na,haploid,vertebrate_mammalian,,,42.5,20.0,476.0,476.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,European pine marten,,17.0,x,[101] [304],2484650161.0,2250.0,0.0,0.0,477.0,146289188.0,7.0,108092423.0,69260160.0,2727.0,1599794.0,493.0,450000.0,21.0,477.0,477.0,42.5
Martes zibellina,GCA_012583365.1,representative genome,na,PRJNA495455,SAMN10226813,RDFD00000000.1,36722,36722,na,GKM,latest,Scaffold,Major,Full,2020-04-20,ASM1258336v1,Novogene,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/583/365/GCA_012583365.1_ASM1258336v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,15810.0,15810.0,Novogene,Annotation submitted by Novogene,,0.0,0.0,0.0,na, ,Sable,,15.0,x,[100] [101] [228] [304],2420676913,76917,0,0,15810,5199373,134,2137446,758317,92727,62196,9825,105066019,0,15810,15810,42
Megaptera novaeangliae,GCA_004329385.1,representative genome,na,PRJNA509641,SAMN10585801,RYZJ00000000.1,9773,9773,breed=North Atlantic,ASU/GRON-1,latest,Scaffold,Major,Full,2019-03-06,megNov1,Arizona Cancer Evolution Center (ACE),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/385/GCA_004329385.1_megNov1,na,na,haploid,vertebrate_mammalian,,2142225899.0,41.0,0.0,2558.0,2558.0,Arizona Cancer Evolution Center (ACE),Annotation submitted by Arizona Cancer Evolution Center (ACE),,0.0,0.0,0.0,na, ,Humpback whale,77.0,,x,[105],2265788366,385136,0,0,2558,9138802,79,4480334,2352996,387694,12321,52145,123562467,0,2558,2558,2265788366
Meles meles,GCA_922984935.2,representative genome,na,PRJEB49353,SAMEA7524400,CAKLPM000000000.2,9662,9662,na,na,latest,Chromosome,Major,Full,2022-03-23,mMelMel3.2 paternal haplotype,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/922/984/935/GCA_922984935.2_mMelMel3.2_paternal_haplotype,na,na,haploid,vertebrate_mammalian,,,42.5,23.0,537.0,537.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Badger,,16.0,x,[100],2738694574.0,101.0,0.0,0.0,538.0,132955750.0,8.0,86535488.0,61486999.0,639.0,75210923.0,12.0,23800.0,24.0,538.0,538.0,42.5
Meles meles,GCF_922984935.1,representative genome,na,PRJNA796981,SAMEA7524400,CAKLPM000000000.1,9662,9662,na,na,latest,Chromosome,Major,Full,2021-12-19,mMelMel3.1 paternal haplotype,WELLCOME SANGER INSTITUTE,GCA_922984935.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/922/984/935/GCF_922984935.1_mMelMel3.1_paternal_haplotype,na,na,haploid,vertebrate_mammalian,,,42.5,23.0,537.0,537.0,NCBI RefSeq,NCBI Meles meles Annotation Release 100,,31234.0,21063.0,4998.0,17919938, ,Badger,,16.0,x,[100],2738694446.0,101.0,0.0,0.0,538.0,132955750.0,8.0,86535488.0,61486999.0,639.0,75210923.0,12.0,23800.0,24.0,538.0,538.0,42.5
Mellivora capensis,GCA_004024625.1,representative genome,na,PRJNA399403,SAMN07678094,PISX000000000.1,9664,9664,na,BS25,latest,Scaffold,Major,Full,2019-01-15,MelCap_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/625/GCA_004024625.1_MelCap_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,2068312.0,2068312.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Honey badger,26.4,,x,[143],3091173380,6511,0,0,2068312,59143,12829,6733,326,2074823,50213,15366,651100,0,2068312,2068312,42
Meriones unguiculatus,GCA_030254825.1,representative genome,na,PRJNA397533,SAMN26787832,JAODIK000000000.1,10047,10047,strain=TT.TT164.6M,na,latest,Chromosome,Major,Full,2023-06-12,Bangor_MerUng_6.1,Bangor University,GCF_030254825.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/825/GCA_030254825.1_Bangor_MerUng_6.1,na,na,haploid,vertebrate_mammalian,,,42.0,23.0,193.0,193.0,Bangor University,Annotation submitted by Bangor University,,0.0,0.0,0.0,37183864, ,Mongolian gerbil (+),,2.0,x,[100],2702217403.0,53.0,0.0,0.0,194.0,122584302.0,9.0,91019591.0,58726396.0,247.0,50173090.0,17.0,5301.0,24.0,194.0,194.0,42.0
Meriones unguiculatus,GCF_030254825.1,representative genome,na,PRJNA1030069,SAMN26787832,JAODIK000000000.1,10047,10047,strain=TT.TT164.6M,na,latest,Chromosome,Major,Full,2023-06-12,Bangor_MerUng_6.1,Bangor University,GCA_030254825.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/825/GCF_030254825.1_Bangor_MerUng_6.1,na,na,haploid,vertebrate_mammalian,,,42.0,23.0,193.0,193.0,NCBI RefSeq,GCF_030254825.1-RS_2023_10,,34685.0,21259.0,7871.0,37183864, ,Mongolian gerbil (+),,2.0,x,[100],2702201048.0,53.0,0.0,0.0,193.0,122584302.0,9.0,91019591.0,58726396.0,246.0,50173090.0,17.0,5301.0,23.0,193.0,193.0,42.0
Mesocricetus auratus,GCA_017639785.1,representative genome,na,PRJNA705675,SAMN18096087,JAFVMI000000000.1,10036,10036,na,SY011,latest,Scaffold,Major,Full,2021-03-30,BCM_Maur_2.0,Baylor College of Medicine Human Genome Sequencing Center,GCF_017639785.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/639/785/GCA_017639785.1_BCM_Maur_2.0,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6346.0,7057.0,Baylor College of Medicine Human Genome Sequencing Center,Annotation submitted by Baylor College of Medicine Human Genome Sequencing Center,,0.0,0.0,0.0,na, ,Golden hamster,10.0,,x,[21],2457062007,711,0,0,6346,85184847,11,38122715,13651810,7057,9471653,75,73849388,0,6346,7057,42
Mesocricetus auratus,GCF_017639785.1,representative genome,na,PRJNA719779,SAMN18096087,JAFVMI000000000.1,10036,10036,na,SY011,latest,Scaffold,Major,Full,2021-03-30,BCM_Maur_2.0,Baylor College of Medicine Human Genome Sequencing Center,GCA_017639785.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/785/GCF_017639785.1_BCM_Maur_2.0,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6346.0,7057.0,NCBI RefSeq,NCBI Mesocricetus auratus Annotation Release 103,,36133.0,21616.0,10459.0,na, ,Golden hamster,10.0,,x,[21],2457078271.0,711.0,0.0,0.0,6347.0,85184847.0,11.0,38122715.0,13651810.0,7058.0,9471653.0,75.0,73849388.0,1.0,6347.0,7058.0,42.0
Mesoplodon densirostris,GCA_025265405.1,representative genome,na,PRJNA873668,SAMN29828597,JANXIL000000000.1,48708,48708,na,mMesDen1,latest,Chromosome,Major,Full,2022-09-19,mMesDen1 primary haplotype,Vertebrate Genomes Project,GCF_025265405.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/265/405/GCA_025265405.1_mMesDen1_primary_haplotype,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,73.0,73.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Beaked whale,27.0,,f,[199],2683375131.0,97.0,0.0,0.0,73.0,125805690.0,8.0,93362332.0,67049709.0,170.0,48253041.0,18.0,700303.0,22.0,73.0,73.0,41.5
Mesoplodon densirostris,GCF_025265405.1,representative genome,na,PRJNA1021954,SAMN29828597,JANXIL000000000.1,48708,48708,na,mMesDen1,latest,Chromosome,Major,Full,2022-09-19,mMesDen1 primary haplotype,Vertebrate Genomes Project,GCA_025265405.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/265/405/GCF_025265405.1_mMesDen1_primary_haplotype,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,73.0,73.0,NCBI RefSeq,GCF_025265405.1-RS_2023_10,,27868.0,19759.0,4172.0,na, ,Beaked whale,27.0,,f,[199],2683391478.0,97.0,0.0,0.0,74.0,125805690.0,8.0,93362332.0,67049709.0,171.0,48253041.0,18.0,700303.0,23.0,74.0,74.0,41.5
Microcebus murinus,GCA_000165445.3,representative genome,na,PRJNA19967,SAMN06275470,ABDC00000000.3,30608,30608,na,mixed,latest,Chromosome,Major,Full,2017-02-06,Mmur_3.0,Baylor College of Medicine,GCF_000165445.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/445/GCA_000165445.3_Mmur_3.0,na,na,haploid,vertebrate_mammalian,,,41.0,33.0,7677.0,50982.0,Baylor College of Medicine,Annotation submitted by Baylor College of Medicine,,0.0,0.0,0.0,na, ,Gray lesser mouse lemur,,14.0,x,[192],2487392024.0,43305.0,0.0,0.0,7677.0,108171978.0,10.0,73916538.0,33087545.0,50982.0,210702.0,2987.0,101087163.0,33.0,7677.0,50982.0,41.0
Microcebus murinus,GCF_000165445.2,representative genome,na,PRJNA285159,SAMN06275470,ABDC00000000.3,30608,30608,na,mixed,latest,Chromosome,Major,Full,2017-02-06,Mmur_3.0,Baylor College of Medicine,GCA_000165445.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/165/445/GCF_000165445.2_Mmur_3.0,na,na,haploid,vertebrate_mammalian,,,41.0,33.0,7677.0,50982.0,NCBI RefSeq,NCBI Microcebus murinus Annotation Release 101,,31964.0,20522.0,7166.0,27158869, ,Gray lesser mouse lemur,,14.0,x,[192],2487409138.0,43306.0,0.0,0.0,7678.0,108171978.0,10.0,73916538.0,33087545.0,50984.0,210702.0,2987.0,101087183.0,34.0,7678.0,50983.0,41.0
Microtus agrestis,GCA_902806775.1,representative genome,na,PRJEB36805,SAMEA6564477,CADCXT000000000.1,29092,29092,na,na,latest,Contig,Major,Full,2020-02-28,Field_vole_promethion_pilon,LIV,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/806/775/GCA_902806775.1_Field_vole_promethion_pilon,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6993.0,6993.0,LIV,Annotation submitted by LIV,,0.0,0.0,0.0,na, ,Field vole,1.6,3.3,x,[100],2258814014,0,0,0,6993,2938971,185,0,0,6993,6993,2258814014,2258814014,0,0,0,0
Microtus arvalis,GCA_963919715.1,representative genome,na,PRJEB61066,SAMEA112852992,CAWTZC000000000.1,47230,47230,na,na,latest,Scaffold,Major,Full,2023-12-20,Marv_v2,NORWEGIAN UNIVERSITY OF LIFE SCIENCES,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/919/715/GCA_963919715.1_Marv_v2,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,2537.0,2537.0,NORWEGIAN UNIVERSITY OF LIFE SCIENCES,Annotation submitted by NORWEGIAN UNIVERSITY OF LIFE SCIENCES,,0.0,0.0,0.0,na, ,Common vole,,3.0,x,[100],2292888885,13,0,0,2537,19920595,30,8577937,3538555,2546,19920595,30,380,0,2537,2537,42
Miopithecus talapoin,GCA_028551445.1,representative genome,na,PRJNA512907,SAMN29758772,JAPYXX000000000.1,36231,36231,na,Sample4097,latest,Chromosome,Major,Full,2023-02-09,Miopithecus_talapoin_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/551/445/GCA_028551445.1_Miopithecus_talapoin_HiC,na,na,haploid,vertebrate_mammalian,,,41.0,27.0,651021.0,651021.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Talapoin,,27.7,x,[143],2969301606.0,45030.0,0.0,0.0,651021.0,99916881.0,12.0,70362963.0,6859.0,696051.0,76031.0,10958.0,15897000.0,27.0,651021.0,651021.0,41.0
Mirounga angustirostris,GCA_021288785.3,representative genome,na,PRJNA512907,SAMN13072016,JAJSZF000000000.1,9716,9716,na,JK_09032017,latest,Chromosome,Major,Full,2022-12-21,ASM2128878v3,DNA Zoo,GCF_021288785.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/288/785/GCA_021288785.3_ASM2128878v3,na,na,haploid,vertebrate_mammalian,,,41.5,17.0,142455.0,142455.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Northern elephant seal,14.0,15.0,x,[143],2366166981.0,39936.0,0.0,0.0,142455.0,139676048.0,7.0,101211745.0,54920518.0,182391.0,76189.0,8920.0,15295600.0,17.0,142455.0,142455.0,41.5
Mirounga angustirostris,GCF_021288785.2,representative genome,na,PRJNA795490,SAMN13072016,JAJSZF000000000.1,9716,9716,na,JK_09032017,latest,Chromosome,Minor,Full,2022-12-21,ASM2128878v3,DNA Zoo,GCA_021288785.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/288/785/GCF_021288785.2_ASM2128878v3,na,na,haploid,vertebrate_mammalian,,,41.5,17.0,142455.0,142455.0,NCBI RefSeq,GCF_021288785.2-RS_2023_03,,30411.0,20358.0,5372.0,na, ,Northern elephant seal,14.0,15.0,x,[143],2366166981.0,39936.0,0.0,0.0,142455.0,139676048.0,7.0,101211745.0,54920518.0,182391.0,76189.0,8920.0,15295600.0,17.0,142455.0,142455.0,41.5
Mirounga leonina,GCA_011800145.1,representative genome,na,PRJNA587380,SAMN13282320,JAAMPH000000000.1,9715,9715,na,KUSES-001,latest,Scaffold,Major,Full,2020-03-31,KU_Mleo_1.0,Earth Biogenome Project,GCF_011800145.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/800/145/GCA_011800145.1_KU_Mleo_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1114.0,1114.0,Earth Biogenome Project,Annotation submitted by Earth Biogenome Project,,19733.0,19733.0,0.0,na, ,Southern elephant seal,20.0,,x,[100],2417303335.0,22850.0,0.0,0.0,1114.0,54232831.0,16.0,26897518.0,11830400.0,23964.0,197952.0,3623.0,15584573.0,0.0,1114.0,1114.0,41.5
Mirounga leonina,GCF_011800145.1,representative genome,na,PRJNA638103,SAMN13282320,JAAMPH000000000.1,9715,9715,na,KUSES-001,latest,Scaffold,Major,Full,2020-03-31,KU_Mleo_1.0,Earth Biogenome Project,GCA_011800145.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/800/145/GCF_011800145.1_KU_Mleo_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1114.0,1114.0,NCBI RefSeq,NCBI Mirounga leonina Annotation Release 100,,30089.0,19899.0,5493.0,16815048, ,Southern elephant seal,20.0,,x,[100],2417320305.0,22850.0,0.0,0.0,1115.0,54232831.0,16.0,26897518.0,11830400.0,23965.0,197908.0,3624.0,15584573.0,1.0,1115.0,1115.0,41.5
Mirza coquereli,GCA_004024645.1,representative genome,na,PRJNA399404,SAMN07678095,PVHQ00000000.1,47180,47180,na,BS13,latest,Scaffold,Major,Full,2019-01-15,MizCoq_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/645/GCA_004024645.1_MizCoq_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,440879.0,440879.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Coquerel’s dwarf lemur,,15.3,x,[104] [143],2340865962,10667,0,0,440879,79947,7587,33336,8887,451546,60596,10147,1066700,0,440879,440879,2340865962
Monodelphis domestica,GCA_027887165.1,representative genome,na,PRJNA915592,SAMN31801966,JAQIHD000000000.1,13616,13616,na,mMonDom1,latest,Chromosome,Major,Full,2023-01-18,mMonDom1.pri,Vertebrate Genomes Project,GCF_027887165.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/887/165/GCA_027887165.1_mMonDom1.pri,na,na,haploid,vertebrate_mammalian,,,38.0,10.0,13.0,13.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Shorttailed opossum,,6.0,x,[100],3586183679.0,2255.0,0.0,0.0,14.0,538302405.0,3.0,311077132.0,293766905.0,2269.0,3910714.0,244.0,31907317.0,11.0,14.0,14.0,38.0
Monodelphis domestica,GCF_027887165.1,representative genome,na,PRJNA967365,SAMN31801966,JAQIHD000000000.1,13616,13616,na,mMonDom1,latest,Chromosome,Major,Full,2023-01-18,mMonDom1.pri,Vertebrate Genomes Project,GCA_027887165.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.1_mMonDom1.pri,na,na,haploid,vertebrate_mammalian,,,38.0,10.0,13.0,13.0,NCBI RefSeq,GCF_027887165.1-RS_2023_05,,32665.0,21694.0,7600.0,na, ,Shorttailed opossum,,6.0,x,[100],3586166573.0,2255.0,0.0,0.0,13.0,538302405.0,3.0,311077132.0,293766905.0,2268.0,3910714.0,244.0,31907317.0,10.0,13.0,13.0,38.0
Monodon monoceros,GCA_005190385.3,representative genome,na,PRJNA520934,SAMN10872456,SIHG00000000.2,40151,40151,ecotype=Baffin Bay Population,NGI,latest,Scaffold,Major,Full,2022-11-09,NGI_Narwhal_2,The Narwhal Genome Initiative,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/190/385/GCA_005190385.3_NGI_Narwhal_2,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,100.0,100.0,The Narwhal Genome Initiative,Annotation submitted by The Narwhal Genome Initiative,,0.0,0.0,0.0,36161960, ,Narwhal,40.0,,x,[18] [65] [192] [194] [255] [305],2341954608.0,313.0,0.0,0.0,101.0,108465051.0,9.0,88655289.0,78012119.0,414.0,22031227.0,36.0,31300.0,1.0,101.0,101.0,41.5
Monodon monoceros,GCF_005190385.1,representative genome,na,PRJNA542700,SAMN10872456,SIHG00000000.1,40151,40151,ecotype=Baffin Bay Population,NGI,latest,Scaffold,Major,Full,2019-05-06,NGI_Narwhal_1,The Narwhal Genome Initiative,GCA_005190385.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/190/385/GCF_005190385.1_NGI_Narwhal_1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,6972.0,6972.0,NCBI RefSeq,NCBI Monodon monoceros Annotation Release 100,,25796.0,18377.0,3580.0,na, ,Narwhal,40.0,,x,[18] [65] [192] [194] [255] [305],2355574979,18323,0,0,6972,107566389,9,87236873,75350276,25295,255327,2676,11468950,0,6972,6972,41
